review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
"Great Benefits, Difficult Culture",2019-09-20,"Senior Communications Officer in Seattle, WA",3,,Great benefits. Smart co-workers. Great offices. Great perks.,Too many systems and processes - most of which folks don't follow. There's little follow up after your initial on boarding. Very corporate DNA. Culture of meeting after meeting - difficult to make decisions or change the way things are done.
n/a,2010-05-16,"Project Manager in Seattle, WA",4,,"Great people, benefits, and never boring","Always shifting priorities, too top heavy - not enough doers."
Overall Great Opportunity,2018-06-01,"Manager in Seattle, WA",4,,Excellent Benefits  Good but not great salary Good Work Life Balance (depending on team),Constant organizational changes Little internal advancement
"Wonderful individuals, poor teams",2012-05-15,"Associate Program Officer, Global Health in Seattle, WA",2,,"Benefits, 15% contribution to retirement fund Potential for learning Access to leaders in the field Opportunity to make an impact",Senior leadership uses fear tactics Managers often do not have good management skills or enough experience No work-life balance - managers do not take their vacation days
"Great mission, great benefits...choose your team wisely",2012-05-08,"Specialist in Seattle, WA",4,,Benefits are unheard of. Total comp is good. Great work environment. Lots of smart people.,Lots of periodic internal reorganizing that can be tiresome.
"Noble mission and goals, but substandard management/execution",2016-08-27,"Program Officer in Seattle, WA",1,,Great mission and visionary goals. The large endowment and payout make the Gates Foundation a true game changer in the development business. Advocacy by the Co-Chairs has tremendous potential.,Lots of shifting strategies. Lack of clear priorities and institutional policies - change in leadership/director roles brings change in entire teams. HR is not well developed. Country offices are a drag.
"Associate Program Officer, Global Health",2018-05-04,"Associate Program Officer in Seattle, WA",5,,Great mission and incredible benefits,Work / life balance not always great.
So much potential...,2013-01-16,"Anonymous Employee in South Seattle, WA",2,,Smart people; significant funding to do interesting work; great mission; committed co-chairs,"People are not very nice; a place where favoritism reigns, resulting in a lot of sucking up to superiors; not diverse, despite the populations and geographies we intend to reach (related: program officers have very little, if any, experience living and working in those geographies); highly theoretical, not very practical;"
Too many layers and constant process change,2018-03-27,"Program Officer in Seattle, WA",3,,Excellent pay and benefits. Flexibility in developing and managing grants.,"Too many layers of ""managers"" and ""consultants"" with minimal development experience between program officers and the co chairs. More talk about ""rigor"" and ""intellectual dialogue"" than actually existed."
Constant Change,2013-07-18,"Anonymous Employee in Seattle, WA",2,,Great new campus environment; some good people in the ranks,"Lack of vision and leadership leads to constantly reorganizing the business units and programs. Too much middle management and lots of folks with big ol' egos. Raikes' temper tantrums were mildly entertaining at least.   There's no work/life balance at this organization- everyone wants to prove they are the hard-charging, A-student, workforce superhero. All of this and what is really being accomplished?"
Great mission and nice place to do meaningful work,2017-02-27,"Senior Program Assistant in Seattle, WA",3,,Great compensation and benefits Working on improving culture,Limited career development opportunities People tend to have an entitled attitude
Interesting,2011-03-08,"in Seattle, WA",2,,You feel like you're in a cohort of accomplished and well-meaning individuals,"No clear accountability, no room for internal promotion"
Life changing,2014-02-26,"Anonymous Employee in Seattle, WA",5,,Great place to work with the best mission of any org always challenging. You learn more about yourself and the world working there. Fantastic people,Lot of politics; lots of Type A personalities
Program Assistant,2015-10-14,"Program Assistant in Laurel, MD",4,,Working alongside of brilliant minds for purpose,No clear path for advancement for most positions.
program assistant,2016-03-10,"Program Assistant in Seattle, WA",3,,Benefits are wonderful and campus is beautiful,No upward or promotions for PA positions
Anonymous,2015-07-15,"in Seattle, WA",1,,The mission. The benefits.,"Enormous bureaucracy, highly dysfunctional, down right cut throat in many cases. Be ready for constant chaos. Mind blowing politics and re-orgs are constant."
"Great people, great mission",2015-06-04,"Anonymous Employee in Seattle, WA",4,,Smart people Interesting work Travel opportunities Grantee interactions Supportive team,hard to get in the work in 40 hours middle management needs help
Innovative Environment,2015-06-26,"Anonymous Employee in Seattle, WA",4,,"impactful and challenging work, strong community of intelligent colleagues, good work life balance","overly consensus driven - lack of decision making, frustrating processes"
Brilliant people work at the foundation doing amazing work,2012-05-04,"in Seattle, WA",4,,"Mission, Quality of the staff, Seattle Facilities. employee Benefits",Management skills need improvement and work process simplification is needed.
"Great mission, too many strategy changes",2013-01-20,"Project Coordinator in Seattle, WA",4,,The foundation has tremendous benefits and incredible people and a laudible mission,"the culture is largely ego driven, hierarchial and the strategy changes constantly."
"Great mission, deplorable employee morale",2020-05-17,"Anonymous Employee in Seattle, WA",2,,"Great benefits, paid time off, honorable mission","To succeed, you will need privilege and pedigree. The operational staff are expendable.   If you are not a FTE, you will not be a part of the foundation internal events."
No specific,2020-06-23,"Intern in Boston, MA",5,,Good possibility to develop. Excellent atmosphere,it was very useful to work here
"Great mission, poor working environment.",2011-07-16,"in Seattle, WA",2,,The mission is fantastic. We are privileged to work excellent grantees.,"There is a lot of internal process to get buy in for an idea, and many good ideas are scuttled in the process. Sometimes people are too busy to learn."
B&MGF,2016-02-20,"Grants and Contracts Coordinator in Seattle, WA",3,,Very well run organization. A lot of unnecessary thought process and re-working of the machine out of the sake of boredom.,Lots of politics and networking necessary for advancement. Make sure you align yourself with someone who can politic on your behalf.
So much potential!,2015-09-24,"Senior Program Officer Global Development in Seattle, WA",3,,Amazing potential in program work; smart and capable colleagues; incredible benefits.,Decision making is quite hierarchical. Lack of empowerment among accomplished professional staff.
If you would like working for Microsoft...you won't mind the Foundation,2013-06-15,"Anonymous Employee in Seattle, WA",3,,"Talented people, good intentions, great benefits",Too many reorgs and little support for line staff
Not getting better,2015-12-11,"Anonymous in Seattle, WA",1,,"Great mission Lots of great smart, dedicated mission driven colleagues Interesting work","New leadership all from silicon valley - lots of hubris Not realistic in expectation setting or the state of systems and processes, we can't wave our arms and just ""do something different""  Things are getting worse not better New executive leadership is as dysfunctional as ever"
Massive egos get in the way of the mission,2014-06-04,"Senior Communications Officer in Seattle, WA",1,,"Worked on an amazing, cross-disciplinary agile team of very smart individuals. Lots of opportunities for learning. Experience looked great on a resume.",Massive egos get in the way of the wonderful mission. Back-stabbing co-workers fight and claw their way to the top. Employees are paralysed when it comes to decision making.
"Sad experience for workers, great for the world.",2013-03-05,"Anonymous Employee in Seattle, WA",2,,The belief that you can change the world is great and they have the money to back it.,"Do not expect to be treated as an equal. The sense of entitlement just because you work at the foundation runs rampant, which is a little unsettling."
"Amazing place, amazing people and an amazing mission, but a disappointment in terms of the actual work experience.",2008-06-23,"in Seattle, WA",2,,"The Mission, what the organization is striving to achieve in the world","bureaucracy, hierarchical, political, not a fun place to work"
Wanted to love it,2018-01-31,"Anonymous Employee in Seattle, WA",3,,"Smart colleagues. Ambitious aspirations, very inspiring. Beautiful office space and very generous benefits.",Low salary/bonus. Highly political culture. Bureaucratic. Not performance-driven.
"Unparalleled beenfits, challenging work environment",2015-07-13,"Anonymous Employee in Seattle, WA",3,,"3:1 match for charitable contributions, 100% health benefits, transportation rebates, great mission, beautiful campus, centrally located","Weak middle managers, complex, bureaucratic, poor decision-making"
Great mission and nice place to do meaningful work,2017-02-27,"Senior Program Assistant in Seattle, WA",3,,Great compensation and benefits Working on improving culture,Limited career development opportunities People tend to have an entitled attitude
Interesting,2011-03-08,"in Seattle, WA",2,,You feel like you're in a cohort of accomplished and well-meaning individuals,"No clear accountability, no room for internal promotion"
program assistant,2016-03-10,"Program Assistant in Seattle, WA",3,,Benefits are wonderful and campus is beautiful,No upward or promotions for PA positions
Anonymous,2015-07-15,"in Seattle, WA",1,,The mission. The benefits.,"Enormous bureaucracy, highly dysfunctional, down right cut throat in many cases. Be ready for constant chaos. Mind blowing politics and re-orgs are constant."
Gates,2016-04-28,"in Ridgewood, NJ",3,,"Great mission, high quality talent, amazing resources",High prioritization of strategy at the expense of a parallel emphasis on execution
Great Mission,2016-04-09,"Senior Program Officer in Seattle, WA",3,,"Great mission, great facilities, not resourced constrained, in the middle of impactful systems change.",Leadership doesn't always embody what they are saying. Mercer St.
Manager,2016-08-25,"in Seattle, WA",3,,This is a great mission and benefits.,The company culture is not an easy place to work.
"Good mission, great benefits.",2014-03-17,"Anonymous Employee in Seattle, WA",3,,The mission you support is excellent as are the benefits.,The salaries are little low and advancement isn't really possible.
Customer Service,2018-11-25,"Customer Service in Mary, AL",3,,all good! I really enjoyed it,none! I cant think of anything
Program Officer,2015-09-03,"Program Officer in Seattle, WA",1,,Looks great on resume. Meet the leaders of the world in all subjects. Amazing experiences and interactions.,"No plan. Employee hired for experiences and background, but not used."
it was fun,2020-04-14,"Project Coordinator in Seattle, WA",1,,fun and sometimes challenging time,not fun when i had to do a lot
Review,2023-04-09,"Accounts Manager in Islamabad, Islamabad",5,,It is an international foundation that is working for the welfare of the society. The working environment is favorable and they pay good salary,The workload is bit tight. You have to work long hours to accomplish goals
Great,2022-08-09,"Sales in Perth, Tasmania",5,,Its a great place to work,I don't have any cons
Public Sanitation,2022-07-23,Sanitary Inspector in Amravati,5,,"Good Sanitation, Footpath Other Side No Garbage Area",Never Mind No Mistake Bill Sir
excellent place to work,2022-05-29,Deputy Director in New Delhi,5,,very employee-friendly; great return of job satisfaction,nothing that I would highlight
paper mail,2022-05-30,"Front Desk Receptionist in Saint Leonard, NB",5,,"polite, easy, good hours, fun","repetitive tasks to accomplish, lazy coworkers"
Developing the human factor,2022-01-07,Heath Care Assistant in Rāwalpindi,5,,Health Services care for people,Yes that my challenge i help the people
NA,2022-01-19,"Researcher in Calgary, AB",4,,great team to work with.,Political capture in defining priorities
